item no.,product Name,Discription,Price(NRS),inventory,Product Image,BIn,Vehicle Model,Company,Genuine/local supply,system,vehicle segment
1,clutch Plate ASSY,,32000,1,https://drive.google.com/file/d/1Fm57e-tnQJC2aXrpvnz5_lp_9WZCZ2Sk/view?pli=1,A1,,,,,
